dt,lat,lng,altitude,course,speed,status,ignition,charge,blocked,batterylevel,rssi,sequence,distance,totaldistance,motion,valid,enginehours,mcc,mnc,lac,cid,event,archive,alarm1status,otherstatus,alarm2status,alarm3status,enginestatus,iccid,sat
"2024-09-01 00:51:10",23.914731,90.317822,0,100,0,70,true,true,false,66,4,32,0,574235.62,false,1,78113,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 00:51:10",23.914731,90.317822,0,100,0,70,true,true,false,66,4,33,0,574235.62,false,1,78113,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:51:10",23.914731,90.317822,0,100,0,68,false,true,false,66,4,35,0,574235.62,false,1,78113,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:23",23.914489,90.317484,0,42,0,68,false,true,false,66,4,36,0.043582079065874,574279.2,false,1,78113,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 00:59:23",23.914489,90.317484,0,42,0,70,true,true,false,66,4,37,0,574279.2,false,1,78113,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,70,true,true,false,66,4,38,0,574279.2,false,1,78114,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 00:59:24",23.914489,90.317484,0,0,0,70,true,true,false,66,4,1,0,574279.2,false,0,78114,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,70,true,true,false,66,4,2,0,574279.2,false,1,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,15
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,70,true,true,false,66,4,3,0,574279.2,false,1,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:24",23.914489,90.317484,0,0,0,70,true,true,false,66,4,1,0,574279.2,false,0,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,70,true,true,false,66,4,2,0,574279.2,false,1,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,15
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,68,false,true,false,66,4,3,0,574279.2,false,1,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,
"2024-09-01 00:59:24",23.914489,90.317484,0,42,0,70,true,true,false,66,4,4,0,574279.2,false,1,78114,470,3,841,9541,0,true,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:02:44",23.914547,90.317609,0,263,0,70,false,true,false,66,4,5,0.014229940111817,574293.37,false,1,78114,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:02:45",23.914547,90.317609,0,263,0,70,true,true,false,66,4,6,0,574293.37,false,1,78114,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:02:45",23.914547,90.317609,0,263,0,70,true,true,false,66,4,7,0,574293.37,false,1,78114,470,3,841,9541,3,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:11:05",23.914918,90.316604,0,305,10,70,true,true,false,66,4,9,0.11002356917879,574403.35,true,1,78114,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:11:15",23.91504,90.316436,0,302,8,70,true,true,false,66,4,10,0.021780106002964,574425.22,true,1,78124,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:11:25",23.915193,90.316249,0,301,8,70,true,true,false,66,4,11,0.025475303983564,574450.69,true,1,78134,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:11:35",23.91534,90.316062,0,304,9,70,true,true,false,66,4,12,0.025035948083151,574475.68,true,1,78144,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:11:35",23.91534,90.316062,0,304,9,70,true,true,false,66,4,13,0,574475.77,true,1,78144,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:11:45",23.915491,90.315831,0,298,9,70,true,true,false,66,4,14,0.02882749829012,574504.61,true,1,78154,470,3,841,9541,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:11:55",23.91558,90.315609,0,302,7,70,true,true,false,66,4,15,0.024607378953185,574529.23,true,1,78164,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:05",23.915707,90.315413,0,307,9,70,true,true,false,66,4,16,0.024387414369902,574553.56,true,1,78174,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:15",23.915864,90.315218,0,296,9,70,true,true,false,66,4,17,0.026377733862316,574580.04,true,1,78184,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:25",23.916009,90.315013,0,310,9,70,true,true,false,66,4,18,0.026311714576813,574606.27,true,1,78194,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:35",23.916182,90.314782,0,310,11,70,true,true,false,66,4,19,0.030313437124667,574636.62,true,1,78204,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:45",23.916389,90.314471,0,304,14,70,true,true,false,66,4,20,0.039051514761705,574675.66,true,1,78214,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:12:55",23.916609,90.314196,0,312,12,70,true,true,false,66,4,21,0.037095708954634,574712.8,true,1,78224,470,3,841,51782,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:13:05",23.916784,90.313991,0,313,7,70,true,true,false,66,4,22,0.028472352691155,574741.27,true,1,78234,470,3,841,51783,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:13:15",23.916971,90.313849,0,316,10,70,true,true,false,66,4,23,0.025278192145508,574766.53,true,1,78244,470,3,841,51783,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:13:25",23.917171,90.313636,0,319,7,70,true,true,false,66,4,24,0.03099575118329,574797.55,true,1,78254,470,3,841,51783,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:13:55",23.91752,90.313396,0,319,8,70,true,true,false,66,4,25,0.04577611932386,574843.32,true,1,78284,470,3,841,60927,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:05",23.917704,90.313236,0,317,13,70,true,true,false,66,4,26,0.02610094925443,574869.46,true,1,78294,470,3,841,60927,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:15",23.918013,90.312969,0,324,14,70,true,true,false,66,4,27,0.043725901280296,574913.16,true,1,78304,470,3,841,60927,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:25",23.918324,90.312729,0,328,15,70,true,true,false,66,4,28,0.042263322476645,574955.43,true,1,78314,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:35",23.91864,90.312533,0,329,11,70,true,true,false,66,4,29,0.040338136363585,574995.7,true,1,78324,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:35",23.91864,90.312533,0,329,11,70,true,true,false,66,4,30,0,574995.7,true,1,78324,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:14:45",23.918913,90.312373,0,319,11,70,true,true,false,66,4,31,0.034391925978549,575030.12,true,1,78334,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:14:55",23.919149,90.312142,0,329,13,70,true,true,false,66,4,32,0.035165711282926,575065.26,true,1,78344,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:05",23.919433,90.311947,0,319,14,70,true,true,false,66,4,33,0.03723404865003,575102.57,true,1,78354,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:15",23.919722,90.311733,0,320,13,70,true,true,false,66,4,34,0.038752648356274,575141.27,true,1,78364,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:25",23.919967,90.311511,0,319,10,70,true,true,false,66,4,35,0.035326755135575,575176.56,true,1,78374,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:35",23.920169,90.311307,0,320,12,70,true,true,false,66,4,36,0.030527948844488,575207.14,true,1,78384,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:45",23.920447,90.311084,0,315,13,70,true,true,false,66,4,37,0.038280316324686,575245.35,true,1,78394,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:15:55",23.920733,90.310924,0,332,10,70,true,true,false,66,4,38,0.035670732736662,575281.09,true,1,78404,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:16:05",23.921049,90.310862,0,346,10,70,true,true,false,66,4,39,0.035650064131528,575316.7,true,1,78414,470,3,841,25871,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:16:15",23.921298,90.310791,0,350,9,70,true,true,false,66,4,40,0.02857398118339,575345.26,true,1,78424,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:16:25",23.921582,90.310764,0,339,11,70,true,true,false,66,4,41,0.031655699923937,575376.96,true,1,78434,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:16:35",23.921876,90.310693,0,356,9,70,true,true,false,66,4,42,0.033433520554348,575410.32,true,1,78444,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:17:00",23.922169,90.310649,0,340,1,70,true,true,false,66,4,43,0.032841252305328,575443.2,true,1,78469,470,3,841,25873,4,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:17:00",23.922169,90.310649,0,340,1,70,true,true,false,66,4,44,0,575443.2,true,1,78469,470,3,841,25873,4,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:17:45",23.922596,90.310382,0,340,10,70,true,true,false,66,4,45,0.054615173660941,575497.77,true,1,78514,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:17:55",23.922889,90.310258,0,347,11,70,true,true,false,66,4,46,0.034885735062212,575532.71,true,1,78524,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:05",23.923164,90.310187,0,344,10,70,true,true,false,66,4,47,0.031376344860776,575564.15,true,1,78534,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:15",23.923369,90.310142,0,342,7,70,true,true,false,66,4,48,0.023217917369368,575587.3,true,1,78544,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:25",23.923589,90.310062,0,333,10,70,true,true,false,66,4,49,0.025743977719466,575613.04,true,1,78554,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:35",23.923807,90.309956,0,329,9,70,true,true,false,66,4,50,0.02649113289232,575639.54,true,1,78564,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:45",23.924051,90.309858,0,334,9,70,true,true,false,66,4,51,0.028863177346867,575668.44,true,1,78574,470,3,841,25873,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:18:55",23.9243,90.309769,0,339,9,70,true,true,false,66,4,52,0.029088694947409,575697.51,true,1,78584,470,3,841,53102,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:19:05",23.92454,90.3096,0,326,11,70,true,true,false,66,4,53,0.031694434482737,575729.2,true,1,78594,470,3,841,53102,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:19:15",23.924764,90.309476,0,328,8,70,true,true,false,66,4,54,0.02787721401405,575757.14,true,1,78604,470,3,841,53102,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:19:25",23.924947,90.30936,0,342,8,70,true,true,false,66,4,55,0.023486007756714,575780.53,true,1,78614,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:19:35",23.925153,90.309227,0,339,8,70,true,true,false,66,4,56,0.026561782589862,575807.17,true,1,78624,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:19:55",23.925544,90.309084,0,341,7,70,true,true,false,66,4,57,0.045780537124325,575852.94,true,1,78644,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:05",23.925738,90.30904,0,336,7,70,true,true,false,66,4,58,0.022000808447245,575874.88,true,1,78654,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:15",23.925971,90.309013,0,327,7,70,true,true,false,66,4,59,0.026018341555865,575900.93,true,1,78664,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:25",23.926184,90.308951,0,349,8,70,true,true,false,66,4,60,0.024475343631722,575925.45,true,1,78674,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:35",23.9264,90.308907,0,352,9,70,true,true,false,66,4,61,0.024397732094251,575949.81,true,1,78684,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:35",23.9264,90.308907,0,352,9,70,true,true,false,66,4,62,0,575949.81,true,1,78684,470,3,841,7138,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:20:45",23.92664,90.308853,0,342,8,70,true,true,false,66,4,63,0.027208537324215,575977,true,1,78694,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:20:55",23.926909,90.308773,0,337,10,70,true,true,false,66,4,64,0.030955126117471,576007.94,true,1,78704,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:21:05",23.92716,90.308711,0,345,9,70,true,true,false,66,4,65,0.02857398118339,576036.53,true,1,78714,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:21:25",23.927573,90.308667,0,356,9,70,true,true,false,66,4,66,0.046078490944583,576082.65,true,1,78734,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:21:35",23.927816,90.308613,0,350,9,70,true,true,false,66,4,67,0.027534950307656,576110.09,true,1,78744,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:21:45",23.928022,90.308596,0,350,8,70,true,true,false,66,4,68,0.022940230941097,576133.11,true,1,78754,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:21:55",23.928262,90.308507,0,339,9,70,true,true,false,66,4,69,0.028140363804833,576161.25,true,1,78764,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:05",23.928507,90.308436,0,343,10,70,true,true,false,66,4,70,0.028144356195263,576189.34,true,1,78774,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:15",23.928764,90.308364,0,336,9,70,true,true,false,66,4,71,0.029459297804016,576218.86,true,1,78784,470,3,841,16642,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:25",23.929024,90.30832,0,351,12,70,true,true,false,66,4,72,0.029214956653432,576248.08,true,1,78794,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:35",23.929329,90.308249,0,349,12,70,true,true,false,66,4,73,0.034626993461874,576282.65,true,1,78804,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:45",23.929627,90.308204,0,1,10,70,true,true,false,66,4,74,0.033405279939062,576316.02,true,1,78814,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:22:55",23.929896,90.308187,0,348,10,70,true,true,false,66,4,75,0.029920827681336,576345.93,true,1,78824,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:23:05",23.930151,90.308151,0,350,9,70,true,true,false,66,4,76,0.028551165988787,576374.54,true,1,78834,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:23:15",23.930358,90.308124,0,352,7,70,true,true,false,66,4,77,0.023148905122,576397.65,true,1,78844,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:23:15",23.930358,90.308124,0,352,7,70,true,true,false,66,4,78,0,576397.65,true,1,78844,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:24:39",23.931062,90.308249,0,262,0,70,true,true,false,66,4,79,0.079198600094214,576476.89,false,1,78928,470,3,841,16643,4,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:25:15",23.931233,90.308089,0,322,7,70,true,true,false,66,4,80,0.024985994372859,576501.89,true,1,78964,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:25:25",23.931369,90.308009,0,319,8,70,true,true,false,66,4,81,0.017146496177416,576518.99,true,1,78974,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:25:35",23.93158,90.307751,0,306,12,70,true,true,false,66,4,82,0.035138734933974,576554.12,true,1,78984,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:25:45",23.931758,90.307476,0,298,7,70,true,true,false,66,4,83,0.034202051801649,576588.35,true,1,78994,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:25:55",23.93192,90.307262,0,313,11,70,true,true,false,66,4,84,0.028202899441784,576616.52,true,1,79004,470,3,841,16643,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:26:15",23.932162,90.306916,0,297,7,70,true,true,false,66,4,85,0.044220362207132,576660.81,true,1,79024,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:26:15",23.932162,90.306916,0,297,7,70,true,true,false,66,4,86,0,576660.81,true,1,79024,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:26:55",23.932513,90.306329,0,292,9,70,true,true,false,66,4,87,0.07119604899328,576731.98,true,1,79064,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:05",23.93266,90.306107,0,297,10,70,true,true,false,66,4,88,0.027823800839195,576759.8,true,1,79074,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:15",23.932818,90.305893,0,304,9,70,true,true,false,66,4,89,0.027921512808899,576787.65,true,1,79084,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:25",23.932958,90.30568,0,302,9,70,true,true,false,66,4,90,0.026628532093891,576814.31,true,1,79094,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:35",23.933122,90.305422,0,299,11,70,true,true,false,66,4,91,0.03189627949098,576846.22,true,1,79104,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:45",23.933284,90.305164,0,301,10,70,true,true,false,66,4,92,0.031769922988459,576877.99,true,1,79114,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:27:55",23.933429,90.304898,0,298,11,70,true,true,false,66,4,93,0.031435016626258,576909.45,true,1,79124,470,3,841,25153,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:28:32",23.933724,90.30456,0,119,0,70,true,true,false,66,4,94,0.047434260145487,576956.91,false,1,79161,470,3,841,30972,4,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:05",23.93382,90.304311,0,296,8,70,true,true,false,66,4,95,0.027429144695008,576984.31,true,1,79194,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:15",23.933907,90.304089,0,289,9,70,true,true,false,66,4,96,0.024515890507911,577008.83,true,1,79204,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:25",23.934042,90.303884,0,297,9,70,true,true,false,66,4,97,0.025644803624184,577034.47,true,1,79214,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:35",23.934196,90.303609,0,299,12,70,true,true,false,66,4,98,0.032733651504974,577067.21,true,1,79224,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:35",23.934196,90.303609,0,299,12,70,true,true,false,66,4,99,0,577067.21,true,1,79224,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:29:45",23.934362,90.303351,0,301,10,70,true,true,false,66,4,100,0.032023540845318,577099.26,true,1,79234,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:29:55",23.934573,90.303067,0,303,12,70,true,true,false,66,4,101,0.037146678841746,577136.45,true,1,79244,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:05",23.934696,90.302818,0,302,10,70,true,true,false,66,4,102,0.028727392475825,577165.13,true,1,79254,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:15",23.934858,90.302524,0,302,13,70,true,true,false,66,4,103,0.034842938371524,577199.93,true,1,79264,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:25",23.935102,90.302116,0,305,17,70,true,true,false,66,4,104,0.049486864964485,577249.52,true,1,79274,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:35",23.9354,90.301742,0,307,16,70,true,true,false,66,4,105,0.050358293652758,577299.81,true,1,79284,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:45",23.935633,90.301431,0,305,10,70,true,true,false,66,4,106,0.040814182434163,577340.66,true,1,79294,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:30:55",23.935771,90.301236,0,306,8,70,true,true,false,66,4,107,0.025030741741953,577365.72,true,1,79304,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:31:29",23.935996,90.30088,0,98,0,70,true,true,false,66,4,108,0.043929448694775,577409.58,false,1,79338,470,3,841,30972,4,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:32:15",23.936169,90.300489,0,293,9,70,true,true,false,66,4,109,0.044089877243153,577453.7,true,1,79384,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:32:25",23.936282,90.30016,0,291,13,70,true,true,false,66,4,110,0.03567148867806,577489.37,true,1,79394,470,3,841,30972,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:32:35",23.936451,90.299804,0,295,15,70,true,true,false,66,4,111,0.040715069635242,577530.04,true,1,79404,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:32:35",23.936451,90.299804,0,295,15,70,true,true,false,66,2,112,0,577530.04,true,1,79404,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,
"2024-09-01 02:32:45",23.936564,90.299449,0,288,12,70,true,true,false,66,2,113,0.038153192953505,577568.26,true,1,79414,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:32:55",23.936673,90.299156,0,287,11,70,true,true,false,66,2,114,0.032106795099993,577600.39,true,1,79424,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:33:55",23.936976,90.298213,0,269,10,70,true,true,false,66,2,115,0.10145124771007,577701.74,true,1,79484,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:34:05",23.936987,90.297867,0,273,12,70,true,true,false,66,2,116,0.035138351234667,577736.95,true,1,79494,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:34:15",23.937009,90.297493,0,270,15,70,true,true,false,66,2,117,0.038037343506922,577774.92,true,1,79504,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:34:25",23.937029,90.297102,0,271,13,70,true,true,false,66,2,118,0.039746424728599,577814.68,true,1,79514,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:34:35",23.937056,90.296747,0,270,12,70,true,true,false,66,2,119,0.036155032448688,577850.89,true,1,79524,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
"2024-09-01 02:34:45",23.937051,90.296436,0,271,11,70,true,true,false,66,2,120,0.031569405519473,577882.47,true,1,79534,470,3,841,30973,0,false,117,64,213,95,1,8988039916543252027,15
